Measure	E1	E2	Persons	Assessment_Items
1.37	15	109	682f47a03095562bd581bd06	ImCreative
1.82	15	110	682f47a03095562bd581bd06	PrepB4Mtg1stTime
1.21	15	111	682f47a03095562bd581bd06	MultiScenariosConsidProb
1.26	15	112	682f47a03095562bd581bd06	KnowNonneg
1.39	15	113	682f47a03095562bd581bd06	AdaptMsg2Audience
1.21	15	114	682f47a03095562bd581bd06	SeeSomeone
.30	15	115	682f47a03095562bd581bd06	WillingCompromise
1.32	15	116	682f47a03095562bd581bd06	ImCollaborative
1.62	15	117	682f47a03095562bd581bd06	ImAdaptivePerson
1.62	15	118	682f47a03095562bd581bd06	MntnComposureUndPressure
1.71	15	119	682f47a03095562bd581bd06	Open2DivPerspctvs
1.83	15	120	682f47a03095562bd581bd06	ThinkB4Speak
.29	15	121	682f47a03095562bd581bd06	InfluencedByOthers
1.26	15	122	682f47a03095562bd581bd06	NurtureConnctns
-.94	15	123	682f47a03095562bd581bd06	UsePeopl
1.89	15	124	682f47a03095562bd581bd06	Listen2Others
-.86	15	125	682f47a03095562bd581bd06	EasilyDistracted
1.75	15	126	682f47a03095562bd581bd06	Open2Feedback
.78	15	127	682f47a03095562bd581bd06	MovePstSmllTalk
.47	15	128	682f47a03095562bd581bd06	BuildRapportWAnyone
1.21	15	129	682f47a03095562bd581bd06	MaintainRelationships
.11	15	130	682f47a03095562bd581bd06	RelationshpsRTx
-.50	15	131	682f47a03095562bd581bd06	MakeDecWMissInfo
.87	15	132	682f47a03095562bd581bd06	IntentnlChoices
.73	15	133	682f47a03095562bd581bd06	ObjectiveDecisions
.91	15	134	682f47a03095562bd581bd06	ConsideredBiases
.29	15	135	682f47a03095562bd581bd06	Quick2Act
1.43	15	136	682f47a03095562bd581bd06	Resourceful
1.49	15	137	682f47a03095562bd581bd06	ConseqPotActions
.87	15	138	682f47a03095562bd581bd06	ExistFrame4Decisions
.84	15	139	682f47a03095562bd581bd06	DpAnalGuideDec
.91	15	140	682f47a03095562bd581bd06	ComfortSharIdeasPersSett
1.97	15	141	682f47a03095562bd581bd06	Observant
1.75	15	143	682f47a03095562bd581bd06	Reflect
-.04	15	144	682f47a03095562bd581bd06	SocialSitsDrainEnergy
.53	15	145	682f47a03095562bd581bd06	EnergizedMtgNewPeop
.57	15	146	682f47a03095562bd581bd06	SpeakUpPitchIdeas
.41	15	147	682f47a03095562bd581bd06	DrvnSocEng
-.94	15	148	682f47a03095562bd581bd06	Conversations
1.27	15	149	682f47a03095562bd581bd06	PreferActiveParticipate
.48	16	1	65ee4106d4b632b7fb7a3f79	EnergizedByPotential
.93	16	2	65ee4106d4b632b7fb7a3f79	EagertoPursue
.66	16	3	65ee4106d4b632b7fb7a3f79	PursuePerfection
.06	16	4	65ee4106d4b632b7fb7a3f79	ComfortUnchartedT
-.50	16	5	65ee4106d4b632b7fb7a3f79	ActBeforeThinkg
.69	16	6	65ee4106d4b632b7fb7a3f79	Adventurous
-.01	16	7	65ee4106d4b632b7fb7a3f79	ComfDecUncert
1.14	16	8	65ee4106d4b632b7fb7a3f79	Pass2Inovate
-.33	16	9	65ee4106d4b632b7fb7a3f79	InternReas2Compl
1.02	16	10	65ee4106d4b632b7fb7a3f79	CommunIdeas
1.32	16	11	65ee4106d4b632b7fb7a3f79	ShapeMyPath
-.67	16	12	65ee4106d4b632b7fb7a3f79	Procrastinate
2.24	16	13	65ee4106d4b632b7fb7a3f79	AlwaysMorLearn
-.79	16	14	65ee4106d4b632b7fb7a3f79	StruggleDecs
-.77	16	15	65ee4106d4b632b7fb7a3f79	KnowEnuf
-.49	16	16	65ee4106d4b632b7fb7a3f79	DiscourageByFailure
-1.31	16	17	65ee4106d4b632b7fb7a3f79	GiveUpChallenging
1.77	16	18	65ee4106d4b632b7fb7a3f79	DeterminedReachGls
-.06	16	19	65ee4106d4b632b7fb7a3f79	SingularFocus
1.07	16	20	65ee4106d4b632b7fb7a3f79	Listen2Others
-.67	16	21	65ee4106d4b632b7fb7a3f79	AnnoyedIfNoIdea
.05	16	22	65ee4106d4b632b7fb7a3f79	FollowTraditions
1.07	16	23	65ee4106d4b632b7fb7a3f79	GoBeyondComfZone
-.75	16	24	65ee4106d4b632b7fb7a3f79	ObstaclesAsBlocks
1.43	16	25	65ee4106d4b632b7fb7a3f79	TackleChallenges
1.46	16	26	65ee4106d4b632b7fb7a3f79	MoveForward
1.80	16	27	65ee4106d4b632b7fb7a3f79	AskQuestions
1.72	16	28	65ee4106d4b632b7fb7a3f79	Slow2Adapt
2.27	16	29	65ee4106d4b632b7fb7a3f79	Persistent
.91	16	30	65ee4106d4b632b7fb7a3f79	PivotWhenNeeded
2.17	16	31	65ee4106d4b632b7fb7a3f79	StandbyCommitements
2.17	16	32	65ee4106d4b632b7fb7a3f79	KeepPromises
.81	16	33	65ee4106d4b632b7fb7a3f79	HandleFrustration
1.24	16	34	65ee4106d4b632b7fb7a3f79	ReflectOnFailure
1.62	16	35	65ee4106d4b632b7fb7a3f79	AcknowledgeMistakes
-.74	16	36	65ee4106d4b632b7fb7a3f79	ComfortWFailure
-.54	16	37	65ee4106d4b632b7fb7a3f79	GoesWrongIsMyFault
-.97	16	38	65ee4106d4b632b7fb7a3f79	Resistant2ChangeAfterFail
1.07	16	39	65ee4106d4b632b7fb7a3f79	AcceptRespons4Err
-1.45	16	40	65ee4106d4b632b7fb7a3f79	FailureStopTrying
.05	16	41	65ee4106d4b632b7fb7a3f79	WorseFailures
-1.15	16	42	65ee4106d4b632b7fb7a3f79	BetterFailurs
1.18	16	43	65ee4106d4b632b7fb7a3f79	IncorpEmrgInfo
.96	16	44	65ee4106d4b632b7fb7a3f79	AdaptStances
1.50	16	45	65ee4106d4b632b7fb7a3f79	Open2Feedback
1.65	16	46	65ee4106d4b632b7fb7a3f79	HumbleInContributions
-.24	16	47	65ee4106d4b632b7fb7a3f79	Others2knowWhatIdid
1.07	16	48	65ee4106d4b632b7fb7a3f79	FocusNeedsTeam
1.65	16	49	65ee4106d4b632b7fb7a3f79	Legacy2ElevateOthers
1.61	16	50	65ee4106d4b632b7fb7a3f79	ImAGoodListener
.81	16	51	65ee4106d4b632b7fb7a3f79	SpeakUp@Mtgs
1.24	16	52	65ee4106d4b632b7fb7a3f79	ValueInputFromAll
1.07	16	53	65ee4106d4b632b7fb7a3f79	DrivenLongTrmSucc
1.89	16	54	65ee4106d4b632b7fb7a3f79	WholeTeamSucc
2.07	16	55	65ee4106d4b632b7fb7a3f79	TrustEss4Innovation
1.43	16	56	65ee4106d4b632b7fb7a3f79	TakeResp4Setbacks
.56	16	57	65ee4106d4b632b7fb7a3f79	PersonalGainsRImportant
.96	16	58	65ee4106d4b632b7fb7a3f79	InnoExec
1.01	16	59	65ee4106d4b632b7fb7a3f79	ConfidentAbility2Assemble
1.05	16	60	65ee4106d4b632b7fb7a3f79	StrongTeamPerform
.97	16	61	65ee4106d4b632b7fb7a3f79	TrustIndWRespons
1.20	16	62	65ee4106d4b632b7fb7a3f79	ProvGuidance2Teams
1.92	16	63	65ee4106d4b632b7fb7a3f79	CMyTeamGetRecog
-.51	16	64	65ee4106d4b632b7fb7a3f79	TakeCreditofMyTeam
-.84	16	65	65ee4106d4b632b7fb7a3f79	ComfortwConflict
1.89	16	66	65ee4106d4b632b7fb7a3f79	BelieveValRelations
1.65	16	67	65ee4106d4b632b7fb7a3f79	Adapt2DiffDynamics
1.01	16	68	65ee4106d4b632b7fb7a3f79	IDindividTalent
1.24	16	69	65ee4106d4b632b7fb7a3f79	OpenComms
-.26	16	70	65ee4106d4b632b7fb7a3f79	Vulnerable
.75	16	71	65ee4106d4b632b7fb7a3f79	TeamsDevBetSoluts
1.68	16	72	65ee4106d4b632b7fb7a3f79	SafeTeamEnvirons
1.13	16	73	65ee4106d4b632b7fb7a3f79	Dependable
1.13	16	74	65ee4106d4b632b7fb7a3f79	RiskTkgImport
.65	16	75	65ee4106d4b632b7fb7a3f79	ComfortWConstrctvConflict
1.01	16	76	65ee4106d4b632b7fb7a3f79	DiffBetwnConstr&DestrtvConflct
.39	16	77	65ee4106d4b632b7fb7a3f79	AddrssConflctsDirect
-.47	16	78	65ee4106d4b632b7fb7a3f79	ConflctLeadsBetOutcms
.66	16	79	65ee4106d4b632b7fb7a3f79	WantConflictGoAway
.24	16	80	65ee4106d4b632b7fb7a3f79	SeprtPersnFrmIssue
1.07	16	81	65ee4106d4b632b7fb7a3f79	GoodEmpathizg
.96	16	82	65ee4106d4b632b7fb7a3f79	AdaptCommNeedsOthers
.81	16	83	65ee4106d4b632b7fb7a3f79	ComfortDelvrngSensFdbk
1.72	16	84	65ee4106d4b632b7fb7a3f79	ListenB4Spkng
1.07	16	85	65ee4106d4b632b7fb7a3f79	RemnCompsdNavDisagr
.36	16	86	65ee4106d4b632b7fb7a3f79	DiscernEmotClues
.48	16	87	65ee4106d4b632b7fb7a3f79	DiscEmotTrggrsConflct
1.30	16	88	65ee4106d4b632b7fb7a3f79	Slf-Reflct2ImprEmotAwrnss
1.46	16	89	65ee4106d4b632b7fb7a3f79	ComfortOwnRespnsOutcms
1.37	16	90	65ee4106d4b632b7fb7a3f79	Cmmttd2Promises
1.19	16	91	65ee4106d4b632b7fb7a3f79	AcknowledgeRoleInSucFail
1.13	16	92	65ee4106d4b632b7fb7a3f79	ProActCommsDlysObstcls
1.18	16	93	65ee4106d4b632b7fb7a3f79	NoSomthngUnreal
1.50	16	94	65ee4106d4b632b7fb7a3f79	MeetDeadlines
1.72	16	95	65ee4106d4b632b7fb7a3f79	LearnFrmMistakes
1.63	16	96	65ee4106d4b632b7fb7a3f79	ComfortRecFdbkColleag
.48	16	97	65ee4106d4b632b7fb7a3f79	BelieveBestSolProb
-1.71	16	98	65ee4106d4b632b7fb7a3f79	ThinkWOActing
1.43	16	99	65ee4106d4b632b7fb7a3f79	TkTime2UndstndComplxIssues
.16	16	100	65ee4106d4b632b7fb7a3f79	DecsnsNtGoingExpected
.83	16	101	65ee4106d4b632b7fb7a3f79	Problems2Steps
.91	16	102	65ee4106d4b632b7fb7a3f79	RunThruScenarios
1.14	16	103	65ee4106d4b632b7fb7a3f79	ExamMultiPerspctvs
.76	16	104	65ee4106d4b632b7fb7a3f79	ConsiderAssumptns
1.65	16	105	65ee4106d4b632b7fb7a3f79	Self-Aware
.66	16	106	65ee4106d4b632b7fb7a3f79	ArticulateBiases
1.65	16	107	65ee4106d4b632b7fb7a3f79	AskQs
-.47	16	108	65ee4106d4b632b7fb7a3f79	PtMyselfUncomfrtSituations
1.13	16	109	65ee4106d4b632b7fb7a3f79	ImCreative
1.57	16	110	65ee4106d4b632b7fb7a3f79	PrepB4Mtg1stTime
.96	16	111	65ee4106d4b632b7fb7a3f79	MultiScenariosConsidProb
1.01	16	112	65ee4106d4b632b7fb7a3f79	KnowNonneg
1.14	16	113	65ee4106d4b632b7fb7a3f79	AdaptMsg2Audience
.96	16	114	65ee4106d4b632b7fb7a3f79	SeeSomeone
.05	16	115	65ee4106d4b632b7fb7a3f79	WillingCompromise
1.07	16	116	65ee4106d4b632b7fb7a3f79	ImCollaborative
1.37	16	117	65ee4106d4b632b7fb7a3f79	ImAdaptivePerson
1.37	16	118	65ee4106d4b632b7fb7a3f79	MntnComposureUndPressure
1.46	16	119	65ee4106d4b632b7fb7a3f79	Open2DivPerspctvs
1.59	16	120	65ee4106d4b632b7fb7a3f79	ThinkB4Speak
.05	16	121	65ee4106d4b632b7fb7a3f79	InfluencedByOthers
1.01	16	122	65ee4106d4b632b7fb7a3f79	NurtureConnctns
-1.18	16	123	65ee4106d4b632b7fb7a3f79	UsePeopl
1.65	16	124	65ee4106d4b632b7fb7a3f79	Listen2Others
-1.10	16	125	65ee4106d4b632b7fb7a3f79	EasilyDistracted
1.50	16	126	65ee4106d4b632b7fb7a3f79	Open2Feedback
.53	16	127	65ee4106d4b632b7fb7a3f79	MovePstSmllTalk
.22	16	128	65ee4106d4b632b7fb7a3f79	BuildRapportWAnyone
.96	16	129	65ee4106d4b632b7fb7a3f79	MaintainRelationships
-.13	16	130	65ee4106d4b632b7fb7a3f79	RelationshpsRTx
-.75	16	131	65ee4106d4b632b7fb7a3f79	MakeDecWMissInfo
.62	16	132	65ee4106d4b632b7fb7a3f79	IntentnlChoices
.48	16	133	65ee4106d4b632b7fb7a3f79	ObjectiveDecisions
.66	16	134	65ee4106d4b632b7fb7a3f79	ConsideredBiases
.05	16	135	65ee4106d4b632b7fb7a3f79	Quick2Act
1.18	16	136	65ee4106d4b632b7fb7a3f79	Resourceful
1.24	16	137	65ee4106d4b632b7fb7a3f79	ConseqPotActions
.62	16	138	65ee4106d4b632b7fb7a3f79	ExistFrame4Decisions
.60	16	139	65ee4106d4b632b7fb7a3f79	DpAnalGuideDec
.66	16	140	65ee4106d4b632b7fb7a3f79	ComfortSharIdeasPersSett
1.72	16	141	65ee4106d4b632b7fb7a3f79	Observant
1.85	16	142	65ee4106d4b632b7fb7a3f79	Listener
1.50	16	143	65ee4106d4b632b7fb7a3f79	Reflect
-.28	16	144	65ee4106d4b632b7fb7a3f79	SocialSitsDrainEnergy
.28	16	145	65ee4106d4b632b7fb7a3f79	EnergizedMtgNewPeop
.32	16	146	65ee4106d4b632b7fb7a3f79	SpeakUpPitchIdeas
.16	16	147	65ee4106d4b632b7fb7a3f79	DrvnSocEng
-1.18	16	148	65ee4106d4b632b7fb7a3f79	Conversations
1.03	16	149	65ee4106d4b632b7fb7a3f79	PreferActiveParticipate
.60	17	1	683ca75b987fa218762c4e3f	EnergizedByPotential
1.04	17	2	683ca75b987fa218762c4e3f	EagertoPursue
.77	17	3	683ca75b987fa218762c4e3f	PursuePerfection
.17	17	4	683ca75b987fa218762c4e3f	ComfortUnchartedT
-.39	17	5	683ca75b987fa218762c4e3f	ActBeforeThinkg
.81	17	6	683ca75b987fa218762c4e3f	Adventurous
.10	17	7	683ca75b987fa218762c4e3f	ComfDecUncert
1.25	17	8	683ca75b987fa218762c4e3f	Pass2Inovate
-.22	17	9	683ca75b987fa218762c4e3f	InternReas2Compl
1.14	17	10	683ca75b987fa218762c4e3f	CommunIdeas
1.44	17	11	683ca75b987fa218762c4e3f	ShapeMyPath
-.55	17	12	683ca75b987fa218762c4e3f	Procrastinate
2.36	17	13	683ca75b987fa218762c4e3f	AlwaysMorLearn
-.67	17	14	683ca75b987fa218762c4e3f	StruggleDecs
-.66	17	15	683ca75b987fa218762c4e3f	KnowEnuf
-.38	17	16	683ca75b987fa218762c4e3f	DiscourageByFailure
-1.20	17	17	683ca75b987fa218762c4e3f	GiveUpChallenging
1.88	17	18	683ca75b987fa218762c4e3f	DeterminedReachGls
.05	17	19	683ca75b987fa218762c4e3f	SingularFocus
1.18	17	20	683ca75b987fa218762c4e3f	Listen2Others
-.55	17	21	683ca75b987fa218762c4e3f	AnnoyedIfNoIdea
.16	17	22	683ca75b987fa218762c4e3f	FollowTraditions
1.18	17	23	683ca75b987fa218762c4e3f	GoBeyondComfZone
-.64	17	24	683ca75b987fa218762c4e3f	ObstaclesAsBlocks
1.55	17	25	683ca75b987fa218762c4e3f	TackleChallenges
1.58	17	26	683ca75b987fa218762c4e3f	MoveForward
1.92	17	27	683ca75b987fa218762c4e3f	AskQuestions
1.84	17	28	683ca75b987fa218762c4e3f	Slow2Adapt
2.39	17	29	683ca75b987fa218762c4e3f	Persistent
1.02	17	30	683ca75b987fa218762c4e3f	PivotWhenNeeded
2.28	17	31	683ca75b987fa218762c4e3f	StandbyCommitements
2.28	17	32	683ca75b987fa218762c4e3f	KeepPromises
.93	17	33	683ca75b987fa218762c4e3f	HandleFrustration
1.36	17	34	683ca75b987fa218762c4e3f	ReflectOnFailure
1.73	17	35	683ca75b987fa218762c4e3f	AcknowledgeMistakes
-.63	17	36	683ca75b987fa218762c4e3f	ComfortWFailure
-.43	17	37	683ca75b987fa218762c4e3f	GoesWrongIsMyFault
-.85	17	38	683ca75b987fa218762c4e3f	Resistant2ChangeAfterFail
1.18	17	39	683ca75b987fa218762c4e3f	AcceptRespons4Err
-1.34	17	40	683ca75b987fa218762c4e3f	FailureStopTrying
.16	17	41	683ca75b987fa218762c4e3f	WorseFailures
-1.03	17	42	683ca75b987fa218762c4e3f	BetterFailurs
1.30	17	43	683ca75b987fa218762c4e3f	IncorpEmrgInfo
1.07	17	44	683ca75b987fa218762c4e3f	AdaptStances
1.62	17	45	683ca75b987fa218762c4e3f	Open2Feedback
1.76	17	46	683ca75b987fa218762c4e3f	HumbleInContributions
-.12	17	47	683ca75b987fa218762c4e3f	Others2knowWhatIdid
1.18	17	48	683ca75b987fa218762c4e3f	FocusNeedsTeam
1.76	17	49	683ca75b987fa218762c4e3f	Legacy2ElevateOthers
1.72	17	50	683ca75b987fa218762c4e3f	ImAGoodListener
.93	17	51	683ca75b987fa218762c4e3f	SpeakUp@Mtgs
1.36	17	52	683ca75b987fa218762c4e3f	ValueInputFromAll
1.18	17	53	683ca75b987fa218762c4e3f	DrivenLongTrmSucc
2.00	17	54	683ca75b987fa218762c4e3f	WholeTeamSucc
2.18	17	55	683ca75b987fa218762c4e3f	TrustEss4Innovation
1.55	17	56	683ca75b987fa218762c4e3f	TakeResp4Setbacks
.67	17	57	683ca75b987fa218762c4e3f	PersonalGainsRImportant
1.07	17	58	683ca75b987fa218762c4e3f	InnoExec
1.13	17	59	683ca75b987fa218762c4e3f	ConfidentAbility2Assemble
1.16	17	60	683ca75b987fa218762c4e3f	StrongTeamPerform
1.09	17	61	683ca75b987fa218762c4e3f	TrustIndWRespons
1.32	17	62	683ca75b987fa218762c4e3f	ProvGuidance2Teams
2.03	17	63	683ca75b987fa218762c4e3f	CMyTeamGetRecog
-.40	17	64	683ca75b987fa218762c4e3f	TakeCreditofMyTeam
-.72	17	65	683ca75b987fa218762c4e3f	ComfortwConflict
2.00	17	66	683ca75b987fa218762c4e3f	BelieveValRelations
1.76	17	67	683ca75b987fa218762c4e3f	Adapt2DiffDynamics
1.13	17	68	683ca75b987fa218762c4e3f	IDindividTalent
1.36	17	69	683ca75b987fa218762c4e3f	OpenComms
-.15	17	70	683ca75b987fa218762c4e3f	Vulnerable
.86	17	71	683ca75b987fa218762c4e3f	TeamsDevBetSoluts
1.79	17	72	683ca75b987fa218762c4e3f	SafeTeamEnvirons
1.24	17	73	683ca75b987fa218762c4e3f	Dependable
1.24	17	74	683ca75b987fa218762c4e3f	RiskTkgImport
.76	17	75	683ca75b987fa218762c4e3f	ComfortWConstrctvConflict
1.13	17	76	683ca75b987fa218762c4e3f	DiffBetwnConstr&DestrtvConflct
.51	17	77	683ca75b987fa218762c4e3f	AddrssConflctsDirect
-.36	17	78	683ca75b987fa218762c4e3f	ConflctLeadsBetOutcms
.78	17	79	683ca75b987fa218762c4e3f	WantConflictGoAway
.35	17	80	683ca75b987fa218762c4e3f	SeprtPersnFrmIssue
1.18	17	81	683ca75b987fa218762c4e3f	GoodEmpathizg
1.07	17	82	683ca75b987fa218762c4e3f	AdaptCommNeedsOthers
.92	17	83	683ca75b987fa218762c4e3f	ComfortDelvrngSensFdbk
1.84	17	84	683ca75b987fa218762c4e3f	ListenB4Spkng
1.18	17	85	683ca75b987fa218762c4e3f	RemnCompsdNavDisagr
.47	17	86	683ca75b987fa218762c4e3f	DiscernEmotClues
.60	17	87	683ca75b987fa218762c4e3f	DiscEmotTrggrsConflct
1.42	17	88	683ca75b987fa218762c4e3f	Slf-Reflct2ImprEmotAwrnss
1.58	17	89	683ca75b987fa218762c4e3f	ComfortOwnRespnsOutcms
1.49	17	90	683ca75b987fa218762c4e3f	Cmmttd2Promises
1.31	17	91	683ca75b987fa218762c4e3f	AcknowledgeRoleInSucFail
1.24	17	92	683ca75b987fa218762c4e3f	ProActCommsDlysObstcls
1.30	17	93	683ca75b987fa218762c4e3f	NoSomthngUnreal
1.62	17	94	683ca75b987fa218762c4e3f	MeetDeadlines
1.84	17	95	683ca75b987fa218762c4e3f	LearnFrmMistakes
1.75	17	96	683ca75b987fa218762c4e3f	ComfortRecFdbkColleag
.60	17	97	683ca75b987fa218762c4e3f	BelieveBestSolProb
-1.59	17	98	683ca75b987fa218762c4e3f	ThinkWOActing
1.55	17	99	683ca75b987fa218762c4e3f	TkTime2UndstndComplxIssues
.27	17	100	683ca75b987fa218762c4e3f	DecsnsNtGoingExpected
.95	17	101	683ca75b987fa218762c4e3f	Problems2Steps
1.02	17	102	683ca75b987fa218762c4e3f	RunThruScenarios
1.26	17	103	683ca75b987fa218762c4e3f	ExamMultiPerspctvs
.88	17	104	683ca75b987fa218762c4e3f	ConsiderAssumptns
1.76	17	105	683ca75b987fa218762c4e3f	Self-Aware
.78	17	106	683ca75b987fa218762c4e3f	ArticulateBiases
1.76	17	107	683ca75b987fa218762c4e3f	AskQs
-.36	17	108	683ca75b987fa218762c4e3f	PtMyselfUncomfrtSituations
1.24	17	109	683ca75b987fa218762c4e3f	ImCreative
1.69	17	110	683ca75b987fa218762c4e3f	PrepB4Mtg1stTime
1.07	17	111	683ca75b987fa218762c4e3f	MultiScenariosConsidProb
1.13	17	112	683ca75b987fa218762c4e3f	KnowNonneg
1.26	17	113	683ca75b987fa218762c4e3f	AdaptMsg2Audience
1.07	17	114	683ca75b987fa218762c4e3f	SeeSomeone
.16	17	115	683ca75b987fa218762c4e3f	WillingCompromise
1.18	17	116	683ca75b987fa218762c4e3f	ImCollaborative
1.48	17	117	683ca75b987fa218762c4e3f	ImAdaptivePerson
1.48	17	118	683ca75b987fa218762c4e3f	MntnComposureUndPressure
1.58	17	119	683ca75b987fa218762c4e3f	Open2DivPerspctvs
1.70	17	120	683ca75b987fa218762c4e3f	ThinkB4Speak
.16	17	121	683ca75b987fa218762c4e3f	InfluencedByOthers
1.13	17	122	683ca75b987fa218762c4e3f	NurtureConnctns
-1.07	17	123	683ca75b987fa218762c4e3f	UsePeopl
1.76	17	124	683ca75b987fa218762c4e3f	Listen2Others
-.99	17	125	683ca75b987fa218762c4e3f	EasilyDistracted
1.62	17	126	683ca75b987fa218762c4e3f	Open2Feedback
.64	17	127	683ca75b987fa218762c4e3f	MovePstSmllTalk
.33	17	128	683ca75b987fa218762c4e3f	BuildRapportWAnyone
1.07	17	129	683ca75b987fa218762c4e3f	MaintainRelationships
-.02	17	130	683ca75b987fa218762c4e3f	RelationshpsRTx
-.63	17	131	683ca75b987fa218762c4e3f	MakeDecWMissInfo
.73	17	132	683ca75b987fa218762c4e3f	IntentnlChoices
.60	17	133	683ca75b987fa218762c4e3f	ObjectiveDecisions
.78	17	134	683ca75b987fa218762c4e3f	ConsideredBiases
.16	17	135	683ca75b987fa218762c4e3f	Quick2Act
1.30	17	136	683ca75b987fa218762c4e3f	Resourceful
1.36	17	137	683ca75b987fa218762c4e3f	ConseqPotActions
.73	17	138	683ca75b987fa218762c4e3f	ExistFrame4Decisions
.71	17	139	683ca75b987fa218762c4e3f	DpAnalGuideDec
.78	17	140	683ca75b987fa218762c4e3f	ComfortSharIdeasPersSett
1.84	17	141	683ca75b987fa218762c4e3f	Observant
1.96	17	142	683ca75b987fa218762c4e3f	Listener
1.62	17	143	683ca75b987fa218762c4e3f	Reflect
-.17	17	144	683ca75b987fa218762c4e3f	SocialSitsDrainEnergy
.39	17	145	683ca75b987fa218762c4e3f	EnergizedMtgNewPeop
.43	17	146	683ca75b987fa218762c4e3f	SpeakUpPitchIdeas
.27	17	147	683ca75b987fa218762c4e3f	DrvnSocEng
-1.07	17	148	683ca75b987fa218762c4e3f	Conversations
1.14	17	149	683ca75b987fa218762c4e3f	PreferActiveParticipate
.96	18	1	683a4f8305745ec9d5271788	EnergizedByPotential
1.13	18	3	683a4f8305745ec9d5271788	PursuePerfection
.53	18	4	683a4f8305745ec9d5271788	ComfortUnchartedT
-.03	18	5	683a4f8305745ec9d5271788	ActBeforeThinkg
1.17	18	6	683a4f8305745ec9d5271788	Adventurous
.46	18	7	683a4f8305745ec9d5271788	ComfDecUncert
1.61	18	8	683a4f8305745ec9d5271788	Pass2Inovate
.14	18	9	683a4f8305745ec9d5271788	InternReas2Compl
1.50	18	10	683a4f8305745ec9d5271788	CommunIdeas
1.80	18	11	683a4f8305745ec9d5271788	ShapeMyPath
-.19	18	12	683a4f8305745ec9d5271788	Procrastinate
2.72	18	13	683a4f8305745ec9d5271788	AlwaysMorLearn
-.31	18	14	683a4f8305745ec9d5271788	StruggleDecs
-.30	18	15	683a4f8305745ec9d5271788	KnowEnuf
-.02	18	16	683a4f8305745ec9d5271788	DiscourageByFailure
-.84	18	17	683a4f8305745ec9d5271788	GiveUpChallenging
2.24	18	18	683a4f8305745ec9d5271788	DeterminedReachGls
.41	18	19	683a4f8305745ec9d5271788	SingularFocus
1.54	18	20	683a4f8305745ec9d5271788	Listen2Others
-.19	18	21	683a4f8305745ec9d5271788	AnnoyedIfNoIdea
.52	18	22	683a4f8305745ec9d5271788	FollowTraditions
1.54	18	23	683a4f8305745ec9d5271788	GoBeyondComfZone
-.28	18	24	683a4f8305745ec9d5271788	ObstaclesAsBlocks
1.91	18	25	683a4f8305745ec9d5271788	TackleChallenges
1.94	18	26	683a4f8305745ec9d5271788	MoveForward
2.28	18	27	683a4f8305745ec9d5271788	AskQuestions
2.20	18	28	683a4f8305745ec9d5271788	Slow2Adapt
2.75	18	29	683a4f8305745ec9d5271788	Persistent
1.38	18	30	683a4f8305745ec9d5271788	PivotWhenNeeded
2.64	18	31	683a4f8305745ec9d5271788	StandbyCommitements
2.64	18	32	683a4f8305745ec9d5271788	KeepPromises
1.29	18	33	683a4f8305745ec9d5271788	HandleFrustration
1.72	18	34	683a4f8305745ec9d5271788	ReflectOnFailure
2.09	18	35	683a4f8305745ec9d5271788	AcknowledgeMistakes
-.27	18	36	683a4f8305745ec9d5271788	ComfortWFailure
-.07	18	37	683a4f8305745ec9d5271788	GoesWrongIsMyFault
-.49	18	38	683a4f8305745ec9d5271788	Resistant2ChangeAfterFail
1.54	18	39	683a4f8305745ec9d5271788	AcceptRespons4Err
-.98	18	40	683a4f8305745ec9d5271788	FailureStopTrying
.52	18	41	683a4f8305745ec9d5271788	WorseFailures
-.67	18	42	683a4f8305745ec9d5271788	BetterFailurs
1.66	18	43	683a4f8305745ec9d5271788	IncorpEmrgInfo
1.44	18	44	683a4f8305745ec9d5271788	AdaptStances
1.98	18	45	683a4f8305745ec9d5271788	Open2Feedback
2.12	18	46	683a4f8305745ec9d5271788	HumbleInContributions
.24	18	47	683a4f8305745ec9d5271788	Others2knowWhatIdid
1.54	18	48	683a4f8305745ec9d5271788	FocusNeedsTeam
2.12	18	49	683a4f8305745ec9d5271788	Legacy2ElevateOthers
2.09	18	50	683a4f8305745ec9d5271788	ImAGoodListener
1.29	18	51	683a4f8305745ec9d5271788	SpeakUp@Mtgs
1.72	18	52	683a4f8305745ec9d5271788	ValueInputFromAll
1.54	18	53	683a4f8305745ec9d5271788	DrivenLongTrmSucc
2.36	18	54	683a4f8305745ec9d5271788	WholeTeamSucc
2.54	18	55	683a4f8305745ec9d5271788	TrustEss4Innovation
1.91	18	56	683a4f8305745ec9d5271788	TakeResp4Setbacks
1.03	18	57	683a4f8305745ec9d5271788	PersonalGainsRImportant
1.44	18	58	683a4f8305745ec9d5271788	InnoExec
1.49	18	59	683a4f8305745ec9d5271788	ConfidentAbility2Assemble
1.53	18	60	683a4f8305745ec9d5271788	StrongTeamPerform
1.45	18	61	683a4f8305745ec9d5271788	TrustIndWRespons
1.68	18	62	683a4f8305745ec9d5271788	ProvGuidance2Teams
2.39	18	63	683a4f8305745ec9d5271788	CMyTeamGetRecog
-.04	18	64	683a4f8305745ec9d5271788	TakeCreditofMyTeam
-.36	18	65	683a4f8305745ec9d5271788	ComfortwConflict
2.36	18	66	683a4f8305745ec9d5271788	BelieveValRelations
